ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
611	6,3,8	60,52,81	5,1,11	96,54,71	186	99
612	1,1,4	81,68,96	2,0,1	135,98,197	198	99
615	0,0,4	24,12,47	1,0,2	34,9,34	178	99
616	0,0,2	1,0,2	1,0,2	1,0,0	174	99
617	0,0,0	27,20,9	0,1,0	35,18,29	190	99
618	0,2,1	66,74,112	2,0,1	83,60,102	177	99
619	0,0,1	240,152,206	1,1,0	276,155,298	198	99
622	8,4,4	2,2,9	1,0,2	12,6,6	198	99
624	75,55,434	11464,8985,12736	29,32,56	19599,13856,24800	198	99
625	90,77,460	23431,19177,26688	55,68,102	23485,16473,28486	198	99
626	0,0,0	5,6,9	1,0,0	11,3,5	198	99
627	1,0,0	1,2,1	0,1,1	4,3,5	175	99
629	2,0,2	12,11,17	0,1,0	18,5,18	198	99
631	13,6,7	74,63,103	4,6,5	70,55,89	198	99
634	40,19,27	875,649,957	18,7,22	545,298,636	198	99
637	1,1,4	145,90,184	0,0,1	128,80,156	182	99
638	8,5,5	87,54,112	4,5,8	122,110,121	198	99
639	2,0,0	0,0,1	4,2,8	2,0,1	198	99
642	157,116,349	66,37,98	187,77,131	71,19,54	140	99
644	2,0,0	150,113,149	1,0,0	251,213,312	198	99
645	2,0,1	57,38,60	0,0,2	77,49,67	198	99
646	2,0,10	11,9,18	0,2,1	35,9,28	198	99
647	2,0,10	5,3,7	0,2,2	2,1,5	193	99
648	3,0,5	5,7,15	2,0,2	15,15,21	185	99
649	4,2,4	39,49,144	1,2,2	228,41,147	191	99
650	15,5,40	21,20,40	44,11,30	68,15,56	198	99
651	7,5,7	59,51,171	7,1,8	235,62,177	197	99
652	0,2,0	299,256,259	1,1,0	390,289,447	198	99
653	79,68,129	2,1,2	103,81,102	10,2,7	192	99
656	1,0,0	119,64,137	0,0,0	140,90,125	186	99
657	1,0,1	248,189,336	0,0,0	277,221,273	198	99
658	3,1,10	61,34,66	1,3,8	86,40,63	198	99
659	4,4,4	38,33,55	6,6,9	59,59,98	189	99
661	1,2,1	0,0,2	0,1,1	0,0,0	198	99
663	0,0,0	0,0,1	0,0,1	0,0,0	198	99
664	0,0,0	436,338,552	0,0,1	492,254,559	198	99
665	1,0,0	52,33,78	0,0,0	72,27,74	198	99
668	0,1,1	33,14,34	0,0,2	42,13,32	177	99
669	1,4,0	57,39,85	4,1,2	66,54,83	192	99
670	1,1,0	104,58,94	0,0,0	110,61,121	178	99
671	0,1,0	50,34,78	0,0,0	70,55,78	188	99
672	0,0,0	25,10,19	0,0,1	25,13,33	181	99
673	0,0,2	5,0,0	2,2,1	4,0,0	198	99
674	0,0,0	13,7,9	1,0,0	11,3,13	179	99
